code_commune_insee;nom_de_la_commune;code_postal;ligne_5;libelle_d_acheminement;coordonnees_gps
34280;ST NAZAIRE DE PEZAN;34400;;ST NAZAIRE DE PEZAN;43.635350393,4.117454458
11143;FEUILLA;11510;;FEUILLA;42.929339321,2.901594267
54088;BOUVRON;54200;;BOUVRON;48.740292375,5.885843524
36005;ARDENTES;36120;;ARDENTES;46.736217687,1.823599787
07196;ROCLES;07110;;ROCLES;44.568283822,4.207891882
34284;ST PONS DE THOMIERES;34220;;ST PONS DE THOMIERES;43.478651535,2.748611463
11145;FLEURY;11560;;FLEURY D AUDE;43.214898429,3.175618889
54094;BRALLEVILLE;54740;;BRALLEVILLE;48.409603761,6.192150159
36006;ARGENTON SUR CREUSE;36200;;ARGENTON SUR CREUSE;46.57872432,1.49260686
07198;ROMPON;07250;;ROMPON;44.779024709,4.730260474
34285;ST PONS DE MAUCHIENS;34230;;ST PONS DE MAUCHIENS;43.509262413,3.513510724
11158;GAJA ET VILLEDIEU;11300;;GAJA ET VILLEDIEU;43.079918578,2.185552759
54095;BRATTE;54610;;BRATTE;48.816978701,6.217763257
36008;ARPHEUILLES;36700;;ARPHEUILLES;46.900631063,1.272695795
07204;ST AGREVE;07320;;ST AGREVE;45.005421601,4.413100047
34287;ST SATURNIN DE LUCIAN;34725;;ST SATURNIN DE LUCIAN;43.702512268,3.466178554
11162;GENERVILLE;11270;;GENERVILLE;43.210500668,1.930242024
54101;BROUVILLE;54120;;BROUVILLE;48.492452913,6.749285073
36010;AZAY LE FERRON;36290;;AZAY LE FERRON;46.846006864,1.081439439
07212;ST ANDRE EN VIVARAIS;07690;;ST ANDRE EN VIVARAIS;45.116949249,4.409136765
34290;ST VINCENT DE BARBEYRARGUES;34730;;ST VINCENT DE BARBEYRARGUES;43.711019274,3.876393025
11165;GINOLES;11500;;GINOLES;42.865084354,2.157275094
54113;CHAMPENOUX;54280;;CHAMPENOUX;48.734828817,6.353289757
36014;BAZAIGES;36270;;BAZAIGES;46.484109137,1.527927867
07216;ST BARTHELEMY GROZON;07270;;ST BARTHELEMY GROZON;44.959741683,4.648912751
34298;SAUVIAN;34410;;SAUVIAN;43.291254917,3.254059924
11170;GRUISSAN;11430;GRUISSAN PLAGE;GRUISSAN;43.103602213,3.081876506
54118;CHARENCY VEZIN;54260;;CHARENCY VEZIN;49.484650582,5.514873245
36016;BELABRE;36370;;BELABRE;46.555616938,1.161931528
07217;ST BARTHELEMY LE PLAIN;07300;;ST BARTHELEMY LE PLAIN;45.045204512,4.743487083
34301;SETE;34200;;SETE;43.391754096,3.645303295
11181;LABECEDE LAURAGAIS;11400;;LABECEDE LAURAGAIS;43.396291102,2.010574959
54123;CHAVIGNY;54230;;CHAVIGNY;48.631311352,6.1340710210000005
36017;LA BERTHENOUX;36400;;LA BERTHENOUX;46.697148038,2.057420529
07222;ST CIERGE SOUS LE CHEYLARD;07160;;ST CIERGE SOUS LE CHEYLARD;44.926511605,4.453931301
34304;SOUBES;34700;;SOUBES;43.779662331,3.351815424
11185;LAGRASSE;11220;;LAGRASSE;43.096002435,2.604200077
54125;CHENEVIERES;54122;;CHENEVIERES;48.521848193,6.638317767
36018;LE BLANC;36300;;LE BLANC;46.634836817,1.100058035
07227;ST CYR;07430;;ST CYR;45.249288013,4.73681701
34312;LA TOUR SUR ORB;34260;;LA TOUR SUR ORB;43.655882335,3.150979613
11190;LA REDORTE;11700;;LA REDORTE;43.247941172,2.6499209
54128;CHOLOY MENILLOT;54200;;CHOLOY MENILLOT;48.653935546,5.808882267
36020;BONNEUIL;36310;;BONNEUIL;46.38294092,1.241366119
07238;ST GENEST DE BEAUZON;07230;;ST GENEST DE BEAUZON;44.444700104,4.188158059
34331;VERRERIES DE MOUSSANS;34220;;VERRERIES DE MOUSSANS;43.449031922,2.679265872
11191;LAROQUE DE FA;11330;;LAROQUE DE FA;42.94980784,2.55865703
54130;CLAYEURES;54290;;CLAYEURES;48.469338495,6.409855929
36022;BOUESSE;36200;;BOUESSE;46.626386141,1.688191234
07242;ST GINEYS EN COIRON;07580;;ST GINEYS EN COIRON;44.633226799,4.539500594
34341;VILLEVEYRAC;34560;;VILLEVEYRAC;43.500566166,3.593696557
11192;LASBORDES;11400;;LASBORDES;43.299475662,2.062974252
54135;COLOMBEY LES BELLES;54170;;COLOMBEY LES BELLES;48.516265175,5.895481494
36026;BRION;36110;;BRION;46.950240274,1.729344873
07244;ST JEAN CHAMBRE;07240;;ST JEAN CHAMBRE;44.908164081,4.561279318
35004;VAL COUESNON;35460;ST OUEN LA ROUERIE;VAL COUESNON;48.440079368,-1.4626820600000001
11193;LASSERRE DE PROUILLE;11270;;LASSERRE DE PROUILLE;43.181167935,2.085726044
54141;COYVILLER;54210;;COYVILLER;48.585451556,6.283535601
36040;LA CHAPELLE ORTHEMALE;36500;;LA CHAPELLE ORTHEMALE;46.83263724,1.452276617
07247;ST JEAN LE CENTENIER;07580;;ST JEAN LE CENTENIER;44.587507211,4.537782938
35004;VAL COUESNON;35460;TREMBLAY;VAL COUESNON;48.440079368,-1.4626820600000001
11196;LAURAC;11270;;LAURAC;43.229589617,1.96956529
54142;CRANTENOY;54740;;CRANTENOY;48.466966846,6.231241864
36050;CHEZELLES;36500;;CHEZELLES;46.894219346,1.562513857
07249;ST JEURE D ANDAURE;07320;;ST JEURE D ANDAURE;45.047972999,4.463855903
35005;ARBRISSEL;35130;;ARBRISSEL;47.927055054,-1.294968902
11201;LEUC;11250;;LEUC;43.14137015,2.3392757299999998
54146;CREZILLES;54113;;CREZILLES;48.582807587,5.889217546
36054;CLERE DU BOIS;36700;;CLERE DU BOIS;46.942251534,1.101994768
07259;ST JUST D ARDECHE;07700;;ST JUST D ARDECHE;44.293724442,4.624980633
35008;AVAILLES SUR SEICHE;35130;;AVAILLES SUR SEICHE;47.95811218,-1.185595694
11202;LEUCATE;11370;;LEUCATE;42.899577824,3.025947838
54147;CRION;54300;;CRION;48.644610151,6.534509914
36055;CLION;36700;;CLION;46.938267053,1.221806141
07262;ST LAURENT BAINS LAVAL D AURELLE;07590;LAVAL D AURELLE;ST LAURENT BAINS LAVAL D AURELLE;44.591118666,3.961987365
35009;BAGUER MORVAN;35120;;BAGUER MORVAN;48.504865519,-1.771688804
11206;LIMOUX;11300;;LIMOUX;43.049972342,2.2391332520000002
54151;CUTRY;54720;;CUTRY;49.481094564,5.737832534
36060;CREVANT;36140;;CREVANT;46.469093379,1.937075611
07265;ST MARCEL LES ANNONAY;07100;;ST MARCEL LES ANNONAY;45.2886497,4.629391603
35012;BAIN DE BRETAGNE;35470;;BAIN DE BRETAGNE;47.830230111,-1.676337044
11244;MONTFORT SUR BOULZANE;11140;;MONTFORT SUR BOULZANE;42.730254653,2.308310399
54156;DIARVILLE;54930;;DIARVILLE;48.387148136,6.130404635
36061;CROZON SUR VAUVRE;36140;;CROZON SUR VAUVRE;46.481113597,1.881774799
07268;ST MARTIN D ARDECHE;07700;;ST MARTIN D ARDECHE;44.30634084,4.573512393
35026;BLERUAIS;35750;;BLERUAIS;48.115852624,-2.115549866
11251;VAL DE DAGNE;11220;MONTLAUR;VAL DE DAGNE;43.133553303,2.548965255
54168;DOMMARTIN SOUS AMANCE;54770;;DOMMARTIN SOUS AMANCE;48.735100912,6.251789772
36062;CUZION;36190;;CUZION;46.471691841,1.616982973
07272;ST MAURICE D ARDECHE;07200;;ST MAURICE D ARDECHE;44.518874945,4.405530109
35033;BOURG DES COMPTES;35890;;BOURG DES COMPTES;47.92145295,-1.722294839
11254;MONTREAL;11290;;MONTREAL;43.200066861,2.148362194
54169;DOMPRIX;54490;;DOMPRIX;49.329085911,5.764751894
36064;DIORS;36130;;DIORS;46.829556557000004,1.811481942
07284;ST PIERRE ST JEAN;07140;ST JEAN DE POURCHARESSE;ST PIERRE ST JEAN;44.48245206,4.101861085
35040;BRETEIL;35160;;BRETEIL;48.13824013,-1.910452531
11262;NARBONNE;11100;;NARBONNE;43.165034031,3.020200005
54173;DROUVILLE;54370;;DROUVILLE;48.670376677,6.411920075
36070;EGUZON CHANTOME;36270;;EGUZON CHANTOME;46.434363902,1.569558727
07286;ST PIERREVILLE;07190;;ST PIERREVILLE;44.818862746,4.481469211
35041;BRIE;35150;;BRIE;47.951364395,-1.550563938
11275;PAYRA SUR L HERS;11410;;PAYRA SUR L HERS;43.262036106,1.875583904
54174;ECROUVES;54200;GRAND MENIL;ECROUVES;48.680158508,5.843526555
36077;FONTGUENAND;36600;;FONTGUENAND;47.202089514,1.5345871
07301;ST VICTOR;07410;;ST VICTOR;45.099408944,4.688022462
35047;BRUZ;35170;;BRUZ;48.025911899,-1.7485051820000002
11276;PAZIOLS;11350;;PAZIOLS;42.854149395,2.715710913
54176;EINVILLE AU JARD;54370;;EINVILLE AU JARD;48.655816294,6.478113268
36078;FOUGEROLLES;36230;;FOUGEROLLES;46.568406414,1.869518159
07308;SARRAS;07370;;SARRAS;45.187314101,4.784873884
35050;CARDROC;35190;;CARDROC;48.284705384,-1.8935758640000002
11283;PEYREFITTE SUR L HERS;11420;;PEYREFITTE SUR L HERS;43.246249989,1.81687054
54179;EPLY;54610;;EPLY;48.924938004,6.181722799
36079;FRANCILLON;36110;;FRANCILLON;46.946150494,1.557889555
07321;THORRENC;07340;;THORRENC;45.233961242,4.759377121
35062;LA CHAPELLE JANSON;35133;;LA CHAPELLE JANSON;48.335544395,-1.085407775
11286;PEYRIAC MINERVOIS;11160;;PEYRIAC MINERVOIS;43.293673851,2.566296561
54181;ERROUVILLE;54680;;ERROUVILLE;49.417346332,5.898169149
36081;GARGILESSE DAMPIERRE;36190;;GARGILESSE DAMPIERRE;46.506108891,1.620050161
07332;VALVIGNERES;07400;;VALVIGNERES;44.500468143,4.561503012
35064;LA CHAPELLE DE BRAIN;35660;BRAIN SUR VILAINE;LA CHAPELLE DE BRAIN;47.697573578000004,-1.9348809500000002
11291;PLAVILLA;11270;;PLAVILLA;43.140542892,1.9067666710000002
54183;ESSEY LA COTE;54830;;ESSEY LA COTE;48.423832686,6.4708574930000005
36088;ISSOUDUN;36100;;ISSOUDUN;46.94860558,1.999915492
07333;VANOSC;07690;;VANOSC;45.224312426,4.534674337
35069;CHATEAUGIRON;35410;ST AUBIN DU PAVAIL;CHATEAUGIRON;48.048968229,-1.474638706
11295;PORTEL DES CORBIERES;11490;;PORTEL DES CORBIERES;43.051882103,2.906373918
54187;EUVEZIN;54470;;EUVEZIN;48.919880228,5.858448193
36089;JEU LES BOIS;36120;;JEU LES BOIS;46.681640382,1.794598139
07334;LES VANS;07140;;LES VANS;44.392227568,4.114704212
35070;CHATEAUNEUF D ILLE ET VILAINE;35430;;CHATEAUNEUF D ILLE ET VILAINE;48.558025261,-1.9284947940000001
11296;POUZOLS MINERVOIS;11120;;POUZOLS MINERVOIS;43.284953259,2.812555363
54192;FERRIERES;54210;;FERRIERES;48.552699122,6.294365713
36091;LACS;36400;;LACS;46.590859122,2.035959836
07336;VERNON;07260;;VERNON;44.506108059,4.225804853
35081;CLAYES;35590;;CLAYES;48.179059235,-1.853756753
11301;PUICHERIC;11700;;PUICHERIC;43.229198627,2.612593645
54198;FLEVILLE LIXIERES;54150;;FLEVILLE LIXIERES;49.243054931,5.815266149
36093;LEVROUX;36110;ST MARTIN DE LAMPS;LEVROUX;46.974129215,1.596524512
07345;VION;07610;;VION;45.111721672,4.798829184
35094;DINGE;35440;;DINGE;48.346978143,-1.710256954
11307;RAISSAC D AUDE;11200;;RAISSAC D AUDE;43.228641536,2.877579496
54201;FONTENOY LA JOUTE;54122;;FONTENOY LA JOUTE;48.44863256,6.65604213
36103;LUCAY LE MALE;36360;;LUCAY LE MALE;47.115459542,1.426844734
08003;AIGLEMONT;08090;;AIGLEMONT;49.789846274,4.769994691
35095;DOL DE BRETAGNE;35120;;DOL DE BRETAGNE;48.53657567,-1.742081591
11312;RIBOUISSE;11270;;RIBOUISSE;43.171072677,1.9045398750000002
54206;FRAIMBOIS;54300;;FRAIMBOIS;48.52561743,6.541776788
36111;MALICORNAY;36340;;MALICORNAY;46.569771346,1.645459036
08006;ALLAND HUY ET SAUSSEUIL;08130;;ALLAND HUY ET SAUSSEUIL;49.512260939,4.549472452
35096;DOMAGNE;35113;CHAUMERE;DOMAGNE;48.067437398,-1.406221822
11320;ROQUEFEUIL;11340;;ROQUEFEUIL;42.846555523,1.9952521330000001
54208;FRANCHEVILLE;54200;;FRANCHEVILLE;48.741224253,5.926629819
36113;MARTIZAY;36220;;MARTIZAY;46.800398106,1.039260917
08010;AMBLY FLEURY;08130;;AMBLY FLEURY;49.488795424,4.489050609
35098;LA DOMINELAIS;35390;;LA DOMINELAIS;47.763436252,-1.673542957
11322;ROQUEFORT DES CORBIERES;11540;;ROQUEFORT DES CORBIERES;42.992113789,2.929891766
54225;GEZONCOURT;54380;;GEZONCOURT;48.843034083,5.985544662
36115;MENETOU SUR NAHON;36210;;MENETOU SUR NAHON;47.224241721,1.636864134
08015;ANTHENY;08260;;ANTHENY;49.844495624,4.304875712
35111;LE FERRE;35420;;LE FERRE;48.486612438,-1.294215701
11327;ROULLENS;11290;;ROULLENS;43.166276897,2.268904766
54233;GONDREXON;54450;;GONDREXON;48.604369094,6.766626939
36119;MERIGNY;36220;;MERIGNY;46.630461362,0.9328090170000001
08016;AOUSTE;08290;;AOUSTE;49.795707673,4.313359522
35115;FOUGERES;35300;;FOUGERES;48.352771263,-1.194408883
11328;ROUTIER;11240;;ROUTIER;43.106221019,2.131705778
54243;HABLAINVILLE;54120;;HABLAINVILLE;48.515590456,6.71979751
36120;MERS SUR INDRE;36230;;MERS SUR INDRE;46.669674689,1.8733102060000002
08018;ARDEUIL ET MONTFAUXELLES;08400;;ARDEUIL ET MONTFAUXELLES;49.267750939,4.7049769900000005
35118;GAHARD;35490;;GAHARD;48.288216965,-1.527197455
11332;ST ANDRE DE ROQUELONGUE;11200;;ST ANDRE DE ROQUELONGUE;43.092885522,2.849081437
54244;HAGEVILLE;54470;;HAGEVILLE;49.031581272,5.865011101
36125;MIGNY;36260;;MIGNY;47.016662895,2.052785052
08023;ARTAISE LE VIVIER;08390;;ARTAISE LE VIVIER;49.571842193,4.892941488
35134;LES IFFS;35630;;LES IFFS;48.294147859,-1.866345129
11333;ST BENOIT;11230;;ST BENOIT;43.009894429,2.064064331
54245;HAIGNEVILLE;54290;;HAIGNEVILLE;48.484501797,6.3407191560000005
36129;MONTIPOURET;36230;;MONTIPOURET;46.657030588,1.913444916
08028;AUBRIVES;08320;;AUBRIVES;50.087992721,4.766863717
35135;IRODOUER;35850;;IRODOUER;48.246246433,-1.9503937480000002
11337;ST COUAT D AUDE;11700;;ST COUAT D AUDE;43.208377431,2.637565876
54254;HAUCOURT MOULAINE;54860;ST CHARLES;HAUCOURT MOULAINE;49.496698918,5.80736522
36131;MOSNAY;36200;;MOSNAY;46.626314816,1.6251132799999999
08043;BALAN;08200;;BALAN;49.689512559,4.963732404
35137;JAVENE;35133;;JAVENE;48.317090679,-1.205977158
11338;ST COUAT DU RAZES;11300;;ST COUAT DU RAZES;42.997258018,2.107312346
54261;HERSERANGE;54440;;HERSERANGE;49.518637027,5.791517544
36137;NEONS SUR CREUSE;36220;;NEONS SUR CREUSE;46.7345819,0.9174574510000001
08048;BARBY;08300;;BARBY;49.525144055,4.315073744
35141;LANDAVRAN;35450;;LANDAVRAN;48.161005236,-1.284832918
11339;ST DENIS;11310;;ST DENIS;43.355986306,2.21784948
54264;HOUDELMONT;54330;;HOUDELMONT;48.536713732,6.092742772
36143;NOHANT VIC;36400;;NOHANT VIC;46.639962744,1.9565365940000001
08052;BAYONVILLE;08240;;BAYONVILLE;49.396579203,5.011205414
35142;LANDEAN;35133;;LANDEAN;48.413114562,-1.1478018620000001
11341;ST FERRIOL;11500;;ST FERRIOL;42.895122008,2.225480449
54266;HOUDREVILLE;54330;;HOUDREVILLE;48.513714577,6.098635066
36146;ORSENNES;36190;;ORSENNES;46.478943882,1.695560993
08057;BELLEVILLE ET CHATILLON SUR BAR;08240;;BELLEVILLE ET CHATILLON SUR BAR;49.466090226,4.816965871
35143;LANDUJAN;35360;;LANDUJAN;48.247669444,-2.008431452
11342;ST FRICHOUX;11800;;ST FRICHOUX;43.24787993,2.559438529
54271;IGNEY;54450;;IGNEY;48.632580322,6.81972561
36150;PARNAC;36170;;PARNAC;46.440814524,1.465432593
08058;BELVAL;08090;;BELVAL;49.77328665,4.638001443
35153;LILLEMER;35111;;LILLEMER;48.570817632,-1.8549670850000002
11351;ST LAURENT DE LA CABRERISSE;11220;;ST LAURENT DE LA CABRERISSE;43.083395167,2.714037602
54272;JAILLON;54200;;JAILLON;48.762335943,5.975176323
36155;PELLEVOISIN;36180;;PELLEVOISIN;46.985948074,1.421444312
08060;BERGNICOURT;08300;;BERGNICOURT;49.420728933,4.246909307
35159;LOURMAIS;35270;;LOURMAIS;48.441496683,-1.732732675
11352;ST LOUIS ET PARAHOU;11500;;ST LOUIS ET PARAHOU;42.851598335,2.322515559
54281;JOLIVET;54300;;JOLIVET;48.611290008,6.517431803
36156;PERASSAY;36160;;PERASSAY;46.475799579,2.145307664
08061;LA BERLIERE;08240;;LA BERLIERE;49.526579392,4.937349774
35161;LOUVIGNE DE BAIS;35680;;LOUVIGNE DE BAIS;48.052348459,-1.338702593
11356;ST MARTIN LALANDE;11400;;ST MARTIN LALANDE;43.301636689,2.015771443
54293;LANDECOURT;54360;;LANDECOURT;48.502728779,6.421440775
36159;LE POINCONNET;36330;;LE POINCONNET;46.756396329,1.729914505
08064;BIERMES;08300;;BIERMES;49.477007745,4.384684232
35165;MARCILLE ROBERT;35240;;MARCILLE ROBERT;47.958577597,-1.353755924
11359;ST MICHEL DE LANES;11410;;ST MICHEL DE LANES;43.326213988,1.751011316
54297;LANEUVEVILLE AUX BOIS;54370;;LANEUVEVILLE AUX BOIS;48.622514442,6.646129011
36160;POMMIERS;36190;;POMMIERS;46.521649634,1.6538159110000001
08066;BIGNICOURT;08310;;BIGNICOURT;49.390168241,4.421938306
35166;MARPIRE;35220;;MARPIRE;48.147043256,-1.3525635
11361;ST PAPOUL;11400;;ST PAPOUL;43.337640636,2.044693405
54299;LANEUVEVILLE DEVANT BAYON;54740;;LANEUVEVILLE DEVANT BAYON;48.470661894,6.263767887
36164;POULIGNY ST MARTIN;36160;;POULIGNY ST MARTIN;46.515030082,2.005683571
08083;BREVILLY;08140;;BREVILLY;49.658930004,5.079179487
35172;MEILLAC;35270;;MEILLAC;48.420491151,-1.822575993
11365;ST SERNIN;11420;;ST SERNIN;43.228609445000004,1.806354438
54301;LANFROICOURT;54760;;LANFROICOURT;48.806308538,6.31903239
36167;PREUILLY LA VILLE;36220;;PREUILLY LA VILLE;46.697560958,0.9804138450000001
08085;BRIEULLES SUR BAR;08240;;BRIEULLES SUR BAR;49.481124425,4.861823089
35179;MINIAC MORVAN;35540;;MINIAC MORVAN;48.52473183,-1.895125004
11369;SALLELES D AUDE;11590;;SALLELES D AUDE;43.270336816,2.934936727
54302;LANTEFONTAINE;54150;;LANTEFONTAINE;49.253555176,5.887263701
36170;REBOURSIN;36150;;REBOURSIN;47.108321856,1.811989638
08087;BROGNON;08380;;BROGNON;49.933027576,4.281277326
35179;MINIAC MORVAN;35540;VIEUX BOURG;MINIAC MORVAN;48.52473183,-1.895125004
11370;SALLES D AUDE;11110;;SALLES D AUDE;43.236305522,3.107191819
54303;LARONXE;54950;;LARONXE;48.544491892,6.598254767
36189;ST DENIS DE JOUHET;36230;;ST DENIS DE JOUHET;46.526276296,1.8451493860000001
08088;BULSON;08450;;BULSON;49.629271257,4.91448857
35180;MINIAC SOUS BECHEREL;35190;;MINIAC SOUS BECHEREL;48.281019759,-1.926872339
11371;SALLES SUR L HERS;11410;;SALLES SUR L HERS;43.294250111,1.7819014800000001
54304;LAXOU;54520;LAXOU CHAMPLEBOEUF;LAXOU;48.682234668,6.113710038
36191;ST FLORENTIN;36150;;ST FLORENTIN;47.099102834,1.7786981480000001
08089;BUZANCY;08240;;BUZANCY;49.418397773,4.973837126
35181;LE MINIHIC SUR RANCE;35870;;LE MINIHIC SUR RANCE;48.57590288,-2.013128654
11387;TAURIZE;11220;;TAURIZE;43.064773121,2.50580506
54305;LAY ST CHRISTOPHE;54690;;LAY ST CHRISTOPHE;48.753828677,6.195532436
36195;ST GEORGES SUR ARNON;36100;;ST GEORGES SUR ARNON;46.986116475,2.065009704
08090;CARIGNAN;08110;WE;CARIGNAN;49.638559301,5.171590495
35183;MONDEVERT;35370;;MONDEVERT;48.084506649,-1.090383618
11391;LA TOURETTE CABARDES;11380;;LA TOURETTE CABARDES;43.38202236,2.325731932
54309;LEMAINVILLE;54740;;LEMAINVILLE;48.505557852,6.187393674
36200;ST MARCEL;36200;;ST MARCEL;46.60817982,1.5225947350000002
08092;CAUROY;08310;;CAUROY;49.351621342,4.459503492
35191;LES PORTES DU COGLAIS;35460;COGLES;LES PORTES DU COGLAIS;48.449190246,-1.335649608
11392;TOURNISSAN;11220;;TOURNISSAN;43.084075512,2.660262138
54310;LEMENIL MITRY;54740;;LEMENIL MITRY;48.453529684,6.254959519
36207;ST PLANTAIRE;36190;;ST PLANTAIRE;46.432347048,1.648157162
08099;CHAMPIGNEUL SUR VENCE;08430;;CHAMPIGNEUL SUR VENCE;49.704651895,4.663592182
35191;LES PORTES DU COGLAIS;35460;LA SELLE EN COGLES;LES PORTES DU COGLAIS;48.449190246,-1.335649608
11395;TRASSANEL;11160;;TRASSANEL;43.348818674,2.4426552470000003
54311;LENONCOURT;54110;;LENONCOURT;48.67097325,6.300200384
36210;SARZAY;36230;;SARZAY;46.597589161,1.907061345
08100;CHAMPLIN;08260;;CHAMPLIN;49.834463994000004,4.3258674169999995
35194;MONTREUIL SOUS PEROUSE;35500;;MONTREUIL SOUS PEROUSE;48.151152213,-1.242587848
11396;TRAUSSE;11160;;TRAUSSE;43.318222421,2.569015993
54314;LEXY;54720;;LEXY;49.503122229,5.729081308
36219;TENDU;36200;;TENDU;46.652031532,1.565297555
08115;CHEMERY CHEHERY;08450;CONNAGE;CHEMERY CHEHERY;49.617410686,4.869503044
35197;MOUAZE;35250;;MOUAZE;48.218232385,-1.607565691
11398;TREILLES;11510;;TREILLES;42.918061348,2.943879794
54318;LIVERDUN;54460;;LIVERDUN;48.753712851,6.052420616
36232;VENDOEUVRES;36500;;VENDOEUVRES;46.788121424,1.3600599340000001
08120;CHEVIERES;08250;;CHEVIERES;49.323156153,4.8932539770000005
35199;MOUSSE;35130;;MOUSSE;47.917523189,-1.279407326
11400;TREZIERS;11230;;TREZIERS;43.055787734,1.962768267
54321;LONGLAVILLE;54810;;LONGLAVILLE;49.533445676,5.801907856
36242;VILLEGONGIS;36110;;VILLEGONGIS;46.924174602,1.58970897
08121;CHILLY;08260;;CHILLY;49.841732653,4.47094666
35200;MOUTIERS;35130;;MOUTIERS;47.976029845,-1.205225983
11407;VERDUN EN LAURAGAIS;11400;;VERDUN EN LAURAGAIS;43.36749508,2.078279818
54323;LONGWY;54400;;LONGWY;49.521525281,5.76603979
36246;VILLIERS;36290;;VILLIERS;46.88457265,1.198529956
08125;CLIRON;08090;;CLIRON;49.809213853,4.61177918
35211;PAIMPONT;35380;;PAIMPONT;48.030311573,-2.173201511
11422;VILLEDUBERT;11800;;VILLEDUBERT;43.23157111,2.41677257
54327;LUCEY;54200;;LUCEY;48.722735469,5.829498631
37005;ANTOGNY LE TILLAC;37800;;ANTOGNY LE TILLAC;46.968234095,0.555039729
08134;COULOMMES ET MARQUENY;08130;;COULOMMES ET MARQUENY;49.429698764,4.5743004890000005
35238;RENNES;35000;;RENNES;48.111680407,-1.681868718
11426;VILLEGLY;11600;;VILLEGLY;43.293353743,2.436896162
54333;MAILLY SUR SEILLE;54610;;MAILLY SUR SEILLE;48.917695416,6.250909673
37009;AUTRECHE;37110;;AUTRECHE;47.522882609,1.002611735
08135;LA CROIX AUX BOIS;08400;;LA CROIX AUX BOIS;49.405360028,4.789505257
35238;RENNES;35200;;RENNES;48.111680407,-1.681868718
11430;VILLENEUVE LA COMPTAL;11400;;VILLENEUVE LA COMPTAL;43.285543796,1.920177148
54339;MALZEVILLE;54220;;MALZEVILLE;48.72174801,6.189634106
37012;AVON LES ROCHES;37220;;AVON LES ROCHES;47.18289435,0.459774098
08139;DEVILLE;08800;;DEVILLE;49.874874854,4.693589407
35242;RIMOU;35560;;RIMOU;48.387738972,-1.5283739660000002
11432;VILLENEUVE LES MONTREAL;11290;;VILLENEUVE LES MONTREAL;43.178645125,2.113793838
54343;MANDRES AUX QUATRE TOURS;54470;;MANDRES AUX QUATRE TOURS;48.828092618,5.790610208
37021;BEAUMONT LOUESTAULT;37360;BEAUMONT LA RONCE;BEAUMONT LOUESTAULT;47.579990678,0.6669714710000001
08145;DOUZY;08140;MAIRY;DOUZY;49.663170003,5.04152484
35244;ROMAZY;35490;;ROMAZY;48.380548984,-1.493199309
11435;VILLEROUGE TERMENES;11330;;VILLEROUGE TERMENES;43.00539844,2.634923197
54365;MERVILLER;54120;;MERVILLER;48.473684956,6.778736854
37027;BLERE;37150;;BLERE;47.307625077,0.9872711040000001
08148;L ECAILLE;08300;;L ECAILLE;49.409626681,4.209350696
35246;ROZ LANDRIEUX;35120;;ROZ LANDRIEUX;48.54581768,-1.817518809
12002;AGUESSAC;12520;;AGUESSAC;44.161114617,3.068929066
54367;MEXY;54135;;MEXY;49.501893499,5.786153798
37028;BOSSAY SUR CLAISE;37290;;BOSSAY SUR CLAISE;46.825006895,0.975596647
08155;ETALLE;08260;;ETALLE;49.852872455,4.446029074
35248;SAINS;35610;;SAINS;48.555987628,-1.603981171
12003;LES ALBRES;12220;;LES ALBRES;44.540281141,2.179937591
54375;MONTAUVILLE;54700;;MONTAUVILLE;48.89638959,6.000963327
37041;BUEIL EN TOURAINE;37370;;BUEIL EN TOURAINE;47.630900494,0.552659644
08158;ETREPIGNY;08160;;ETREPIGNY;49.686633591,4.749111018
35259;ST BROLADRE;35120;;ST BROLADRE;48.580120857,-1.6611644060000001
12013;AUBIN;12110;COMBES;AUBIN;44.53203905,2.256331617
54376;MONTENOY;54760;;MONTENOY;48.792558765,6.235512899
37043;CANGEY;37530;;CANGEY;47.489086931,1.060308524
08160;EVIGNY;08090;;EVIGNY;49.727694191,4.675768547
35261;ST CHRISTOPHE DE VALAINS;35140;;ST CHRISTOPHE DE VALAINS;48.341370822,-1.45143647
12023;LA BASTIDE SOLAGES;12550;;LA BASTIDE SOLAGES;43.950062714,2.524357635
54382;MONT ST MARTIN;54350;;MONT ST MARTIN;49.546750035,5.779066989
37054;CHANCEAUX SUR CHOISILLE;37390;;CHANCEAUX SUR CHOISILLE;47.478079812,0.702981472
08166;FEPIN;08170;;FEPIN;50.022534746,4.707047213
35266;ST ERBLON;35230;;ST ERBLON;48.018912087,-1.64259933
12034;BRANDONNET;12350;;BRANDONNET;44.382864457,2.137666863
54386;MORIVILLER;54830;;MORIVILLER;48.481137601,6.440140447
37055;CHANNAY SUR LATHAN;37330;;CHANNAY SUR LATHAN;47.477323364,0.25236473800000003
08169;FLAIGNES HAVYS;08260;;FLAIGNES HAVYS;49.819025247,4.399580729
35271;ST GEORGES DE REINTEMBAULT;35420;;ST GEORGES DE REINTEMBAULT;48.512984563,-1.235179946
12038;BROUSSE LE CHATEAU;12480;;BROUSSE LE CHATEAU;44.006481975,2.637873486
54393;MOYEN;54118;;MOYEN;48.487331729,6.586504812
37059;CHARENTILLY;37390;;CHARENTILLY;47.469135088,0.5951057040000001
08173;FLIZE;08160;BOUTANCOURT;FLIZE;49.669128822,4.741989381
35284;ST JOUAN DES GUERETS;35430;;ST JOUAN DES GUERETS;48.603981667,-1.965289672
