code_commune_insee;nom_de_la_commune;code_postal;ligne_5;libelle_d_acheminement;coordonnees_gps
69254;VALSONNE;69170;;VALSONNE;45.947415466,4.421243949
44199;SOUDAN;44110;;SOUDAN;47.725573144,-1.290455556
69113;LETRA;69620;LA ROCHE;LETRA;45.972161385,4.5271967
27003;ACQUIGNY;27400;;ACQUIGNY;49.164558704,1.176307129
89387;SENS;89100;;SENS;48.195731879,3.297685687
69255;VAUGNERAY;69670;ST LAURENT DE VAUX;VAUGNERAY;45.729809578,4.642719088
44201;SUCE SUR ERDRE;44240;;SUCE SUR ERDRE;47.353567892,-1.5194183890000001
69115;LIMAS;69400;;LIMAS;45.972210695,4.718864972
27003;ACQUIGNY;27400;LES PLANCHES;ACQUIGNY;49.164558704,1.176307129
89388;SEPEAUX ST ROMAIN;89116;SEPEAUX;SEPEAUX ST ROMAIN;47.935990707,3.239129667
69258;VAUXRENARD;69820;;VAUXRENARD;46.217524538,4.637654956
44203;LE TEMPLE DE BRETAGNE;44360;;LE TEMPLE DE BRETAGNE;47.328153879,-1.7899643360000002
69119;LONGES;69420;;LONGES;45.50435904,4.6798079470000005
27006;AIZIER;27500;;AIZIER;49.43028264,0.6261445330000001
89391;SERGINES;89140;;SERGINES;48.345533195,3.251082373
69267;VILLIE MORGON;69910;;VILLIE MORGON;46.159429531,4.671591647
44210;TRIGNAC;44570;;TRIGNAC;47.312189171,-2.207153198
69122;LUCENAY;69480;;LUCENAY;45.91336984,4.7086949350000005
27013;AMFREVILLE SOUS LES MONTS;27380;;AMFREVILLE SOUS LES MONTS;49.30232703,1.2675746380000001
89392;SERMIZELLES;89200;;SERMIZELLES;47.54046088,3.800099362
69273;CORBAS;69960;;CORBAS;45.668354577,4.908524891
44213;LOIREAUXENCE;44370;LA ROUXIERE;LOIREAUXENCE;47.439258431,-1.027606283
69135;DEUX GROSNES;69860;ST MAMERT;DEUX GROSNES;46.234885757,4.559644222
27015;ANDE;27430;;ANDE;49.227801894,1.244586862
89404;SUBLIGNY;89100;;SUBLIGNY;48.165279795000004,3.197704472
69280;JONS;69330;;JONS;45.80015615,5.079027107
44215;VERTOU;44120;;VERTOU;47.160424591,-1.470621633
69136;MONTAGNY;69700;;MONTAGNY;45.624982099,4.749913258
27016;LES ANDELYS;27700;;LES ANDELYS;49.245633495,1.428332905
89407;TANLAY;89430;ST VINNEMER;TANLAY;47.844919681,4.087014252
69282;MEYZIEU;69330;;MEYZIEU;45.77726066,5.006312182
44217;VIGNEUX DE BRETAGNE;44360;;VIGNEUX DE BRETAGNE;47.319528923,-1.720278441
69140;MORANCE;69480;;MORANCE;45.894366392,4.699945961
27022;LE VAL D HAZEY;27600;STE BARBE SUR GAILLON;LE VAL D HAZEY;49.170308197,1.315259202
89411;LES VALLEES DE LA VANNE;89190;CHIGY;LES VALLEES DE LA VANNE;48.176302053,3.467794918
69283;MIONS;69780;;MIONS;45.665115911,4.948952689
45004;AMILLY;45200;;AMILLY;47.986510467,2.7825529380000003
69141;MORNANT;69440;LE ROSSEON;MORNANT;45.616307541,4.673476632
27026;AUTHEVERNES;27420;;AUTHEVERNES;49.219144384,1.63344224
89411;LES VALLEES DE LA VANNE;89320;THEIL SUR VANNE;LES VALLEES DE LA VANNE;48.176302053,3.467794918
69286;RILLIEUX LA PAPE;69140;CREPIEUX LA PAPE;RILLIEUX LA PAPE;45.820433321,4.898844402
45013;AUGERVILLE LA RIVIERE;45330;;AUGERVILLE LA RIVIERE;48.253272014,2.418897256
69149;OULLINS;69600;;OULLINS;45.715278722,4.80313113
27027;LES AUTHIEUX;27220;;LES AUTHIEUX;48.898213311,1.23489684
89413;THOREY;89430;;THOREY;47.899983889,4.114781363
69299;COLOMBIER SAUGNIEU;69124;;COLOMBIER SAUGNIEU;45.717984374,5.103515783
45016;AUTRY LE CHATEL;45500;;AUTRY LE CHATEL;47.595218242,2.601913658
69157;VINDRY SUR TURDINE;69490;LES OLMES;VINDRY SUR TURDINE;45.892474917,4.494153241
27035;BAILLEUL LA VALLEE;27260;;BAILLEUL LA VALLEE;49.196580145,0.432379377
89414;THORIGNY SUR OREUSE;89260;FLEURIGNY;THORIGNY SUR OREUSE;48.298364435,3.379984703
69383;LYON 03;69003;;LYON;45.753320365,4.8694300340000005
45019;BACCON;45130;;BACCON;47.884481316,1.624247644
69189;STE COLOMBE;69560;;STE COLOMBE;45.525215447,4.858324018
27049;MESNIL EN OUCHE;27270;LA ROUSSIERE;MESNIL EN OUCHE;48.984169237,0.663553111
89414;THORIGNY SUR OREUSE;89260;ST MARTIN SUR OREUSE;THORIGNY SUR OREUSE;48.298364435,3.379984703
69387;LYON 07;69007;;LYON;45.733367024,4.837297653
45025;BAZOCHES LES GALLERANDES;45480;IZY;BAZOCHES LES GALLERANDES;48.162482561,2.051332219
69196;ST DIDIER SUR BEAUJEU;69430;;ST DIDIER SUR BEAUJEU;46.145744144,4.534759853
27049;MESNIL EN OUCHE;27330;BOSC RENOULT EN OUCHE;MESNIL EN OUCHE;48.984169237,0.663553111
89415;THORY;89200;;THORY;47.571053824,3.917033727
70002;ABONCOURT GESINCOURT;70500;;ABONCOURT GESINCOURT;47.767985813,5.972855676
45027;BEAUCHAMPS SUR HUILLARD;45270;;BEAUCHAMPS SUR HUILLARD;47.9438512,2.454656525
69198;ST ETIENNE LA VARENNE;69460;;ST ETIENNE LA VARENNE;46.076873899,4.622226017
27049;MESNIL EN OUCHE;27330;GISAY LA COUDRE;MESNIL EN OUCHE;48.984169237,0.663553111
89419;TOUCY;89130;;TOUCY;47.73375116,3.293672173
70008;AINVELLE;70800;;AINVELLE;47.848140879,6.244383323
45029;BEAULIEU SUR LOIRE;45630;;BEAULIEU SUR LOIRE;47.535547041,2.802550154
69203;ST GENIS L ARGENTIERE;69610;;ST GENIS L ARGENTIERE;45.713606346,4.495479664
27051;BEAUMONT LE ROGER;27170;;BEAUMONT LE ROGER;49.059418057,0.7540197550000001
89436;VENIZY;89210;;VENIZY;48.066348013,3.6777739240000002
70010;ALAINCOURT;70210;;ALAINCOURT;47.946336979,6.099354278
45035;BOISCOMMUN;45340;;BOISCOMMUN;48.038938047,2.35697104
69208;ST GERMAIN NUELLES;69210;;ST GERMAIN NUELLES;45.860390504,4.616003326
27054;BEMECOURT;27160;;BEMECOURT;48.843322706,0.8484422880000001
89437;VENOUSE;89230;;VENOUSE;47.89792344,3.692599661
70018;ANCIER;70100;;ANCIER;47.444244497,5.636250912
45037;BOISSEAUX;45480;;BOISSEAUX;48.253684101,1.985449537
69208;ST GERMAIN NUELLES;69210;NUELLES;ST GERMAIN NUELLES;45.860390504,4.616003326
27058;LES TROIS LACS;27940;VENABLES;LES TROIS LACS;49.216913483,1.333285694
89439;VERGIGNY;89600;;VERGIGNY;47.955294698,3.6965843940000003
70023;ANJEUX;70800;;ANJEUX;47.881927334,6.209512977
45039;BONNEE;45460;;BONNEE;47.794423562,2.392507944
69220;ST LAURENT DE CHAMOUSSET;69930;;ST LAURENT DE CHAMOUSSET;45.737850617,4.464685717
27062;LES MONTS DU ROUMOIS;27370;HOULBEC PRES LE GROS THEIL;LES MONTS DU ROUMOIS;49.27651548,0.835570424
89445;VEZANNES;89700;;VEZANNES;47.873277846,3.881658492
70026;ARC LES GRAY;70100;;ARC LES GRAY;47.463027978,5.581898984
45040;BONNY SUR LOIRE;45420;;BONNY SUR LOIRE;47.577416394,2.839439218
69228;CHABANIERE;69440;FILLONNIERE;CHABANIERE;45.589647106,4.625627928
27063;BERVILLE LA CAMPAGNE;27170;;BERVILLE LA CAMPAGNE;49.026401816,0.8935969690000001
89456;VILLEMANOCHE;89140;;VILLEMANOCHE;48.295789148,3.169067823
70028;AROZ;70360;;AROZ;47.613261818,6.005339866
45044;BOUGY LEZ NEUVILLE;45170;;BOUGY LEZ NEUVILLE;48.041834601,2.023271444
69230;STE PAULE;69620;;STE PAULE;45.971559451,4.562553988
27064;BERVILLE SUR MER;27210;;BERVILLE SUR MER;49.432004743,0.356984305
89460;VILLENEUVE LA GUYARD;89340;;VILLENEUVE LA GUYARD;48.335966866,3.056226749
70031;ATHESANS ETROITEFONTAINE;70110;ETROITEFONTAINE;ATHESANS ETROITEFONTAINE;47.594198868,6.51545166
45059;BUCY ST LIPHARD;45140;;BUCY ST LIPHARD;47.93903561,1.753849145
69235;ST ROMAIN EN GAL;69560;POMERIEUX;ST ROMAIN EN GAL;45.535917487,4.826417333
27067;BEZU ST ELOI;27660;;BEZU ST ELOI;49.304450739,1.683265455
89467;VILLETHIERRY;89140;;VILLETHIERRY;48.268375744,3.07165712
70032;ATTRICOURT;70100;;ATTRICOURT;47.487711702,5.410826222
45060;LA BUSSIERE;45230;;LA BUSSIERE;47.734583974,2.746187182
69236;ST ROMAIN EN GIER;69700;;ST ROMAIN EN GIER;45.566177474,4.7042105339999996
27068;BOIS ANZERAY;27330;;BOIS ANZERAY;48.926456706,0.6917334940000001
89469;PERCENEIGE;89260;GRANGE LE BOCAGE;PERCENEIGE;48.352487681,3.410488999
70036;AULX LES CROMARY;70190;;AULX LES CROMARY;47.37543026,6.097724424
45066;CHAILLY EN GATINAIS;45260;;CHAILLY EN GATINAIS;47.936853314,2.527465884
69242;TAPONAS;69220;;TAPONAS;46.125706574,4.76257682
27069;BOIS ARNAULT;27250;;BOIS ARNAULT;48.816363058,0.74760306
89469;PERCENEIGE;89260;VERTILLY;PERCENEIGE;48.352487681,3.410488999
70045;AVRIGNEY VIREY;70150;;AVRIGNEY VIREY;47.339400714,5.776013927
45070;CHAMPOULET;45420;;CHAMPOULET;47.651584418,2.922472688
69244;TASSIN LA DEMI LUNE;69160;;TASSIN LA DEMI LUNE;45.763030755,4.75488628
27070;FRENELLES EN VEXIN;27700;FRESNE L ARCHEVEQUE;FRENELLES EN VEXIN;49.2889141,1.454549128
89471;VILLIERS LOUIS;89320;;VILLIERS LOUIS;48.197895391,3.403496883
70050;LA BARRE;70190;;LA BARRE;47.408654367,6.169729778
45075;LA CHAPELLE ST MESMIN;45380;;LA CHAPELLE ST MESMIN;47.888985127,1.828055105
69245;TERNAND;69620;;TERNAND;45.948567157,4.5211368180000004
27073;BOIS LE ROI;27220;;BOIS LE ROI;48.861015686,1.341152066
89474;VILLIERS VINEUX;89360;;VILLIERS VINEUX;47.942682258,3.824904983
70053;LES BATIES;70130;;LES BATIES;47.502582455,5.895197405
45077;LA CHAPELLE SUR AVEYRON;45230;;LA CHAPELLE SUR AVEYRON;47.870526035,2.873785991
69248;THIZY LES BOURGS;69240;BOURG DE THIZY;THIZY LES BOURGS;46.048975633,4.323443542
27075;BOIS NORMAND PRES LYRE;27330;;BOIS NORMAND PRES LYRE;48.900520521,0.693381946
90005;AUXELLES BAS;90200;;AUXELLES BAS;47.728971306,6.78386314
70058;BEAUJEU ST VALLIER PIERREJUX QUITTEUR;70100;QUITTEUR;BEAUJEU ET QUITTEUR;47.498791396,5.6930678310000005
45081;CHARSONVILLE;45130;;CHARSONVILLE;47.92836097,1.5746935290000001
69248;THIZY LES BOURGS;69240;LA CHAPELLE DE MARDORE;THIZY LES BOURGS;46.048975633,4.323443542
27083;BONNEVILLE APTOT;27290;;BONNEVILLE APTOT;49.259204909,0.751793145
90006;AUXELLES HAUT;90200;;AUXELLES HAUT;47.750406571,6.779095967
70060;BEAUMOTTE LES PIN;70150;;BEAUMOTTE LES PIN;47.318234239,5.832356916
45085;CHATILLON COLIGNY;45230;;CHATILLON COLIGNY;47.823245674,2.875299814
69264;VILLEFRANCHE SUR SAONE;69400;;VILLEFRANCHE SUR SAONE;45.987234635,4.730756927
27090;BOSROUMOIS;27670;BOSNORMAND;BOSROUMOIS;49.289300303,0.9188751220000001
90009;BEAUCOURT;90500;;BEAUCOURT;47.486617731,6.925251681
70061;BELFAHY;70290;;BELFAHY;47.7869005,6.731425644
45088;CHAUSSY;45480;;CHAUSSY;48.162640983,1.993804788
69278;GENAY;69730;;GENAY;45.898298373,4.837939143
27096;LES BOTTEREAUX;27250;LES FRETILS;LES BOTTEREAUX;48.8713079,0.676368454
90016;BOURG SOUS CHATELET;90110;;BOURG SOUS CHATELET;47.705701013,6.948363762
70062;BELMONT;70270;;BELMONT;47.780751538,6.497796996
45100;COMBLEUX;45800;;COMBLEUX;47.900456925,1.986493139
69279;JONAGE;69330;;JONAGE;45.79118854,5.041463261
27105;GRAND BOURGTHEROULDE;27520;BOURGTHEROULDE INFREVILLE;GRAND BOURGTHEROULDE;49.306375612,0.861932711
90020;BUC;90800;;BUC;47.617978932,6.788852555
70075;BONBOILLON;70150;;BONBOILLON;47.341156739,5.696501135
45113;COURTEMAUX;45320;;COURTEMAUX;48.044224488,2.9325481030000002
69290;ST PRIEST;69800;;ST PRIEST;45.701762679,4.94891136
27107;BOURNEVILLE STE CROIX;27500;BOURNEVILLE;BOURNEVILLE STE CROIX;49.398763585,0.624705032
90024;CHAVANATTE;90100;;CHAVANATTE;47.582005305,7.070979024
70080;BOUHANS ET FEURG;70100;;BOUHANS ET FEURG;47.472890595,5.51098843
45118;CROTTES EN PITHIVERAIS;45170;TEILLAY ST BENOIT;CROTTES EN PITHIVERAIS;48.114444069,2.065266001
69292;SATHONAY CAMP;69580;;SATHONAY CAMP;45.825864338,4.874576569
27113;BRETIGNY;27800;;BRETIGNY;49.214816573,0.6630183310000001
90034;DENNEY;90160;;DENNEY;47.655468333,6.907889094
70081;BOUHANS LES LURE;70200;;BOUHANS LES LURE;47.696123213,6.438086532
45125;DIMANCHEVILLE;45390;;DIMANCHEVILLE;48.239003087,2.42399897
69298;TOUSSIEU;69780;;TOUSSIEU;45.657515806,4.981964276
27114;BREUILPONT;27640;;BREUILPONT;48.964877731,1.4398224160000002
90035;DORANS;90400;;DORANS;47.58489849,6.836278948
70084;BOULOT;70190;;BOULOT;47.354639477,5.96027087
45127;DORDIVES;45680;;DORDIVES;48.147426859,2.774089391
69299;COLOMBIER SAUGNIEU;69125;SAINT EXUPERY AEROPORT;COLOMBIER SAUGNIEU;45.717984374,5.103515783
27130;CAPELLE LES GRANDS;27270;;CAPELLE LES GRANDS;49.04852617,0.47134247500000004
90048;FONTENELLE;90340;;FONTENELLE;47.620900836,6.956402862
70088;BOURGUIGNON LES LA CHARITE;70190;;BOURGUIGNON LES LA CHARITE;47.50751098,5.964668439
45131;ECHILLEUSES;45390;;ECHILLEUSES;48.169390582,2.441842087
69382;LYON 02;69002;;LYON;45.748329228,4.82568235
27132;CAUGE;27180;;CAUGE;49.025064657,1.042467172
90051;FROIDEFONTAINE;90140;;FROIDEFONTAINE;47.563712633,6.955930841
70089;BOURGUIGNON LES MOREY;70120;;BOURGUIGNON LES MOREY;47.707359353,5.707442203
45138;ESCRIGNELLES;45250;;ESCRIGNELLES;47.712316607,2.819026833
70005;AILLEVANS;70110;;AILLEVANS;47.590407865,6.417477417
27141;CHAMP DOLENT;27190;;CHAMP DOLENT;48.958306192,1.008754645
90055;GROSNE;90100;;GROSNE;47.571346658,6.994915276
70093;BREUCHES;70300;;BREUCHES;47.800040289,6.328193782
45141;FAVERELLES;45420;;FAVERELLES;47.587570447,2.936603157
70006;AILLEVILLERS ET LYAUMONT;70320;;AILLEVILLERS ET LYAUMONT;47.938189827,6.333098391
27154;CHAVIGNY BAILLEUL;27220;;CHAVIGNY BAILLEUL;48.87995466,1.196479373
90058;LACHAPELLE SOUS ROUGEMONT;90360;;LACHAPELLE SOUS ROUGEMONT;47.713903952,7.016216276
70094;BREUCHOTTE;70280;;BREUCHOTTE;47.830321169,6.461484795
45142;FAY AUX LOGES;45450;;FAY AUX LOGES;47.932468207,2.160180582
70009;AISEY ET RICHECOURT;70500;;AISEY ET RICHECOURT;47.888018257,5.955431583
27155;CHENNEBRUN;27820;;CHENNEBRUN;48.684119956,0.774925654
90063;LEBETAIN;90100;;LEBETAIN;47.48636168,6.972848126
70101;BROYE AUBIGNEY MONTSEUGNY;70140;;BROYE AUBIGNEY MONTSEUGNY;47.330537263,5.519197251
45144;FEROLLES;45150;;FEROLLES;47.825394382,2.117754009
70012;AMANCE;70160;;AMANCE;47.79009351,6.053045602
27157;MARBOIS;27160;ST DENIS DU BEHELAN;MARBOIS;48.88208544,0.965668297
90068;MEROUX MOVAL;90400;MOVAL;MEROUX MOVAL;47.592001033,6.906392267
70101;BROYE AUBIGNEY MONTSEUGNY;70140;AUBIGNEY;BROYE AUBIGNEY MONTSEUGNY;47.330537263,5.519197251
45146;LA FERTE ST AUBIN;45240;;LA FERTE ST AUBIN;47.712173077,1.927056978
70017;ANCHENONCOURT ET CHAZEL;70210;;ANCHENONCOURT ET CHAZEL;47.861679507,6.115346898
27161;CLAVILLE;27180;;CLAVILLE;49.048859001,1.018461505
90072;MORVILLARS;90120;;MORVILLARS;47.543218002,6.938161879
70104;BUCEY LES GY;70700;;BUCEY LES GY;47.405406841,5.859796048
45150;FREVILLE DU GATINAIS;45270;;FREVILLE DU GATINAIS;48.020885895,2.449394969
70019;ANDELARRE;70000;;ANDELARRE;47.590108144,6.09041439
27170;CORMEILLES;27260;;CORMEILLES;49.251793326,0.384226245
90085;RIERVESCEMONT;90200;;RIERVESCEMONT;47.768933131,6.878689174
70107;BUSSIERES;70190;;BUSSIERES;47.34436269,5.984322328
45155;GIEN;45500;;GIEN;47.712154408,2.66524941
70022;ANGIREY;70700;;ANGIREY;47.455496412,5.773438609
27171;LE CORMIER;27120;;LE CORMIER;48.984862349,1.2967152130000001
90088;ROUGEGOUTTE;90200;;ROUGEGOUTTE;47.734273531,6.862615445
70112;CEMBOING;70500;;CEMBOING;47.842662118,5.854217104
45156;GIROLLES;45120;;GIROLLES;48.072416144,2.717577007
70037;AUTET;70180;;AUTET;47.544962345,5.700656161
27173;CORNEVILLE LA FOUQUETIERE;27300;;CORNEVILLE LA FOUQUETIERE;49.059472185,0.7025581940000001
90095;SUARCE;90100;;SUARCE;47.561268549,7.080919049
70122;CHAMPLITTE;70600;MONTARLOT LES CHAMPLITTE;CHAMPLITTE;47.632260662,5.513302307
45162;GUIGNEVILLE;45300;SEBOUVILLE;GUIGNEVILLE;48.2157371,2.173459254
70045;AVRIGNEY VIREY;70150;VIREY;AVRIGNEY VIREY;47.339400714,5.776013927
27182;COURTEILLES;27130;;COURTEILLES;48.738534013,1.000213188
90096;THIANCOURT;90100;;THIANCOURT;47.519940229,6.980628944
70134;CHARIEZ;70000;;CHARIEZ;47.619906682,6.078831504
45165;GY LES NONAINS;45220;;GY LES NONAINS;47.929004259,2.846266776
70054;BATTRANS;70100;;BATTRANS;47.427408659,5.641863065
27184;CRASVILLE;27400;;CRASVILLE;49.204825642,1.072277726
90099;VALDOIE;90300;;VALDOIE;47.671051373,6.848821649
70136;CHARMOILLE;70000;;CHARMOILLE;47.672212254,6.111920196
45191;LE MALESHERBOIS;45330;NANGEVILLE;LE MALESHERBOIS;48.277596537,2.351944562
70059;BEAUMOTTE AUBERTANS;70190;;BEAUMOTTE AUBERTANS;47.434651932,6.160687282
27193;CROTH;27530;;CROTH;48.851090639,1.36831929
90101;VELLESCOT;90100;;VELLESCOT;47.574936696,7.018288039
70137;CHASSEY LES MONTBOZON;70230;;CHASSEY LES MONTBOZON;47.523824955,6.327023675
45191;LE MALESHERBOIS;45330;ORVEAU BELLESAUVE;LE MALESHERBOIS;48.277596537,2.351944562
70059;BEAUMOTTE AUBERTANS;70190;AUBERTANS;BEAUMOTTE AUBERTANS;47.434651932,6.160687282
27198;MESNILS SUR ITON;27160;CONDE SUR ITON;MESNILS SUR ITON;48.848498895,1.05233504
90102;VESCEMONT;90200;;VESCEMONT;47.753668105,6.852469922
70141;CHATENOIS;70240;;CHATENOIS;47.684281324,6.319420487
45193;MARCILLY EN VILLETTE;45240;;MARCILLY EN VILLETTE;47.77203476,2.034041592
70066;BETAUCOURT;70500;;BETAUCOURT;47.865766329,5.91848493
27199;DANGU;27720;;DANGU;49.26174012,1.6881567190000002
90105;VILLARS LE SEC;90100;;VILLARS LE SEC;47.455742924,6.988081519
70142;CHAUMERCENNE;70140;;CHAUMERCENNE;47.301894247,5.626737403
45194;MARDIE;45430;PONT AUX MOINES;MARDIE;47.89713505,2.068944824
70079;BOUGNON;70170;;BOUGNON;47.69510747,6.108412831
27204;DOUDEAUVILLE EN VEXIN;27150;;DOUDEAUVILLE EN VEXIN;49.322857906,1.589618046
91016;ANGERVILLE;91670;DOMMERVILLE;ANGERVILLE;48.309573391,2.005568775
70152;CHOYE;70700;;CHOYE;47.392173614,5.757815195
45206;MIGNERES;45490;;MIGNERES;48.048223182,2.622188189
70085;BOULT;70190;;BOULT;47.384426491,6.002242871
27206;DROISY;27320;;DROISY;48.797716447,1.125754215
91047;BAULNE;91590;;BAULNE;48.495262414,2.381133504
70156;CITEY;70700;;CITEY;47.439583624,5.78918328
45207;MIGNERETTE;45490;;MIGNERETTE;48.060600928,2.604859636
70090;BOURSIERES;70000;;BOURSIERES;47.614853229,6.037635771
27208;DURANVILLE;27230;;DURANVILLE;49.143175106,0.500001738
91075;BOIS HERPIN;91150;;BOIS HERPIN;48.372187518,2.243716575
70158;CLANS;70000;;CLANS;47.599095521,6.029550403
45209;MONTBARROIS;45340;;MONTBARROIS;48.048964467,2.39648668
70095;BREUREY LES FAVERNEY;70160;;BREUREY LES FAVERNEY;47.744236676,6.14612507
27213;VEXIN SUR EPTE;27630;BUS ST REMY;VEXIN SUR EPTE;49.180317892,1.58166927
91081;BOISSY LE SEC;91870;;BOISSY LE SEC;48.485166752,2.091530889
70163;COLOMBIER;70000;;COLOMBIER;47.670100698,6.218678875
45217;MORVILLE EN BEAUCE;45300;;MORVILLE EN BEAUCE;48.255099937,2.158599204
70096;BREVILLIERS;70400;;BREVILLIERS;47.57841113,6.796992048
27213;VEXIN SUR EPTE;27630;ECOS;VEXIN SUR EPTE;49.180317892,1.58166927
91085;BOISSY SOUS ST YON;91790;;BOISSY SOUS ST YON;48.550090338,2.212972884
70171;CORBENAY;70320;;CORBENAY;47.895551588000004,6.333172732
45228;NIBELLE;45340;;NIBELLE;48.014644738,2.31245513
70097;BRIAUCOURT;70800;;BRIAUCOURT;47.820409897,6.247235639
27213;VEXIN SUR EPTE;27630;FOURGES;VEXIN SUR EPTE;49.180317892,1.58166927
91099;BOUTIGNY SUR ESSONNE;91820;;BOUTIGNY SUR ESSONNE;48.436532992,2.395546719
70176;CORRAVILLERS;70310;;CORRAVILLERS;47.887019553,6.641524276
45238;OUSSON SUR LOIRE;45250;;OUSSON SUR LOIRE;47.599917481,2.794517629
70099;BROTTE LES RAY;70180;;BROTTE LES RAY;47.606945463,5.736468786
27214;ECOUIS;27440;;ECOUIS;49.306797174,1.430973556
91114;BRUNOY;91800;;BRUNOY;48.696482514,2.503772936
70181;COURCUIRE;70150;;COURCUIRE;47.346760714,5.82735554
45239;OUSSOY EN GATINAIS;45290;;OUSSOY EN GATINAIS;47.901183415,2.637328623
70101;BROYE AUBIGNEY MONTSEUGNY;70140;MONTSEUGNY;BROYE AUBIGNEY MONTSEUGNY;47.330537263,5.519197251
27218;EPAIGNES;27260;;EPAIGNES;49.273351014,0.454306003
91129;CERNY;91590;;CERNY;48.486172978,2.310667669
70182;COURMONT;70400;;COURMONT;47.611967049,6.644236192
45240;OUTARVILLE;45480;ALLAINVILLE EN BEAUCE;OUTARVILLE;48.214426326,2.021923428
70102;BRUSSEY;70150;;BRUSSEY;47.307088207,5.808188027
27222;EPREVILLE EN LIEUVIN;27560;;EPREVILLE EN LIEUVIN;49.205095621,0.537619195
91161;CHILLY MAZARIN;91380;;CHILLY MAZARIN;48.707458941,2.311573611
70186;LA CREUSE;70240;;LA CREUSE;47.682393759,6.349014743
45242;OUZOUER DES CHAMPS;45290;;OUZOUER DES CHAMPS;47.876179836,2.70927667
70117;CHALONVILLARS;70400;;CHALONVILLARS;47.637925588,6.777040415
27227;ETREVILLE;27350;;ETREVILLE;49.380160393,0.655173232
91198;D HUISON LONGUEVILLE;91590;;D HUISON LONGUEVILLE;48.455962627,2.326990265
70189;CROMARY;70190;;CROMARY;47.364872139,6.06834013
45243;OUZOUER SOUS BELLEGARDE;45270;;OUZOUER SOUS BELLEGARDE;47.988855872,2.47985331
70119;CHAMBORNAY LES PIN;70150;;CHAMBORNAY LES PIN;47.339126781,5.911829865
27228;ETURQUERAYE;27350;;ETURQUERAYE;49.369218788,0.688277287
91215;EPINAY SOUS SENART;91860;;EPINAY SOUS SENART;48.687739685,2.516445697
70193;CULT;70150;;CULT;47.314620573,5.743967454
45247;PANNES;45700;;PANNES;48.012316072,2.668906969
70120;CHAMPAGNEY;70290;;CHAMPAGNEY;47.695451028,6.688719059
27235;FAVEROLLES LA CAMPAGNE;27190;;FAVEROLLES LA CAMPAGNE;49.019732206,0.9272210110000001
91223;ETAMPES;91150;;ETAMPES;48.421879633,2.137893262
70196;DAMPIERRE LES CONFLANS;70800;;DAMPIERRE LES CONFLANS;47.844970878,6.17938561
45253;PITHIVIERS LE VIEIL;45300;BOUZONVILLE EN BEAUCE;PITHIVIERS LE VIEIL;48.173736598,2.206028598
70121;CHAMPEY;70400;;CHAMPEY;47.590386288,6.679117601
27238;FERRIERES HAUT CLOCHER;27190;;FERRIERES HAUT CLOCHER;49.020332356,0.987598152
91225;ETIOLLES;91450;;ETIOLLES;48.650022012,2.483650956
70205;ECHAVANNE;70400;;ECHAVANNE;47.657387186,6.7242969850000005
45254;POILLY LEZ GIEN;45500;;POILLY LEZ GIEN;47.660885389,2.594542085
70122;CHAMPLITTE;70600;CHAMPLITTE LA VILLE;CHAMPLITTE;47.632260662,5.513302307
27240;LA FERRIERE SUR RISLE;27760;;LA FERRIERE SUR RISLE;48.97812187,0.785966217
91243;FONTENAY LES BRIIS;91640;;FONTENAY LES BRIIS;48.61109984,2.164607929
70206;ECHENANS SOUS MONT VAUDOIS;70400;;ECHENANS SOUS MONT VAUDOIS;47.604861535,6.768129373
45256;PRESNOY;45260;;PRESNOY;47.957966146,2.558610645
70129;LA CHAPELLE ST QUILLAIN;70700;;LA CHAPELLE ST QUILLAIN;47.485386416,5.817251948
27242;LE FIDELAIRE;27190;;LE FIDELAIRE;48.943811855,0.802360355
91249;FORGES LES BAINS;91470;;FORGES LES BAINS;48.620095325,2.083033452
70207;ECHENOZ LA MELINE;70000;;ECHENOZ LA MELINE;47.593251888,6.136674919
45258;PUISEAUX;45390;;PUISEAUX;48.209594834,2.466440974
70151;CHEVIGNEY;70140;;CHEVIGNEY;47.32991029,5.587852528
27251;FONTAINE L ABBE;27470;;FONTAINE L ABBE;49.088249522,0.6879171590000001
91275;GOMETZ LE CHATEL;91940;;GOMETZ LE CHATEL;48.675006021,2.1426491
70213;EHUNS;70300;;EHUNS;47.765564879,6.303413317
45279;ST GERMAIN DES PRES;45220;;ST GERMAIN DES PRES;47.965985887,2.848569093
70153;CINTREY;70120;;CINTREY;47.753522621,5.751837183
27256;LA FORET DU PARC;27220;;LA FORET DU PARC;48.927291,1.241203107
91315;ITTEVILLE;91760;;ITTEVILLE;48.514301911,2.3435994620000002
70229;FAYMONT;70200;;FAYMONT;47.606353409,6.597466321
45281;ST HILAIRE LES ANDRESIS;45320;;ST HILAIRE LES ANDRESIS;48.054564781,3.01558657
70174;CORDONNET;70190;;CORDONNET;47.418824812,5.9635402200000005
27259;FOUCRAINVILLE;27220;;FOUCRAINVILLE;48.927483092,1.319886492
91318;JANVILLE SUR JUINE;91510;;JANVILLE SUR JUINE;48.500973869,2.253406735
70231;FERRIERES LES RAY;70130;;FERRIERES LES RAY;47.578956371,5.794482655
45291;ST MARTIN SUR OCRE;45500;;ST MARTIN SUR OCRE;47.646377356,2.644280298
70177;CORRE;70500;;CORRE;47.91811337,5.993705769
27261;FOUQUEVILLE;27370;;FOUQUEVILLE;49.222385038,0.9632550030000001
